Battery_ID,Chemistry,Cycle,Voltage_V,Current_A,Temperature_C,SOC_percent,Charge_Rate_C,Discharge_Rate_C,Capacity_Ah,Internal_Resistance_Ohm,SOH_percent,RUL_Cycles,Risk,Recommended_Application
BX0005,NMC,118,3.748,0.625,31.84,91.56,1.5,1.5,2.4289,0.05737,96.66,1910,LOW,EV USE
BX0005,NMC,136,3.762,3.432,26.4,49.0,1.0,2.0,2.4064,0.06082,96.23,1919,LOW,EV USE
BX0005,NMC,155,3.776,3.086,29.66,81.75,1.0,1.5,2.4137,0.06634,95.78,1906,LOW,EV USE
BX0005,NMC,173,3.661,2.362,32.43,19.91,0.5,0.5,2.413,0.06351,96.74,1967,LOW,EV USE
BX0005,NMC,192,3.756,2.226,26.06,73.16,1.5,0.5,2.3586,0.06858,94.87,1900,LOW,EV USE
BX0005,NMC,211,3.714,2.965,27.39,20.74,2.0,2.0,2.3809,0.06297,94.96,1804,LOW,EV USE
BX0005,NMC,229,3.723,1.991,31.16,31.25,2.0,2.5,2.3847,0.06472,94.8,1808,LOW,EV USE
BX0005,NMC,248,3.766,1.152,22.99,90.37,1.0,1.5,2.3729,0.06449,94.64,1804,LOW,EV USE
BX0005,NMC,266,3.786,1.663,25.75,60.69,2.0,0.5,2.3547,0.06663,94.81,1810,LOW,EV USE
BX0005,NMC,285,3.75,2.725,29.53,50.66,1.5,0.5,2.3789,0.06846,95.07,1818,LOW,EV USE
BX0005,NMC,304,3.819,2.223,25.8,61.08,2.0,1.5,2.3437,0.06613,94.06,1727,LOW,EV USE
BX0005,NMC,322,3.815,0.443,22.61,82.38,0.5,1.0,2.3399,0.06778,93.55,1793,LOW,EV USE
BX0005,NMC,341,3.744,3.491,32.11,92.33,2.0,1.5,2.358,0.06858,95.03,1768,LOW,EV USE
BX0005,NMC,359,3.732,1.95,27.04,86.31,2.0,0.5,2.3468,0.0681,93.66,1741,LOW,EV USE
BX0005,NMC,378,3.772,2.401,27.51,96.05,1.5,2.5,2.3429,0.06719,93.2,1710,LOW,EV USE
BX0005,NMC,397,3.742,2.482,29.4,25.85,1.0,1.5,2.3541,0.06904,93.66,1734,LOW,EV USE
BX0005,NMC,415,3.7,1.657,29.25,34.27,2.0,0.5,2.2982,0.07495,92.78,1637,LOW,EV USE
BX0005,NMC,434,3.708,1.907,25.27,20.18,2.0,2.0,2.3281,0.06607,93.46,1624,LOW,EV USE
BX0005,NMC,452,3.76,0.702,28.27,90.68,1.5,0.5,2.3375,0.06674,93.94,1653,LOW,EV USE
BX0005,NMC,471,3.716,0.949,24.46,20.29,2.0,2.5,2.3053,0.07228,91.87,1598,LOW,EV USE
BX0005,NMC,490,3.739,3.458,28.27,81.67,1.0,2.0,2.3001,0.07728,91.64,1590,LOW,EV USE
BX0005,NMC,508,3.796,1.075,25.95,94.64,0.5,1.0,2.3301,0.07433,92.56,1600,LOW,EV USE
BX0005,NMC,527,3.739,3.442,25.49,80.82,2.0,2.5,2.2855,0.07248,92.31,1463,LOW,EV USE
BX0005,NMC,545,3.765,0.62,28.43,42.07,1.5,1.5,2.2714,0.07267,91.06,1516,LOW,EV USE
BX0005,NMC,564,3.671,1.192,27.39,19.66,1.0,2.5,2.2937,0.07485,91.59,1514,LOW,EV USE
BX0005,NMC,583,3.661,3.094,24.16,52.46,0.5,2.5,2.2633,0.07633,90.59,1566,LOW,EV USE
BX0005,NMC,601,3.757,3.286,28.17,18.82,0.5,0.5,2.2817,0.0761,90.85,1501,LOW,EV USE
BX0005,NMC,620,3.699,1.698,27.43,31.95,1.0,1.5,2.2672,0.07628,90.75,1472,LOW,EV USE
BX0005,NMC,638,3.675,1.988,29.8,24.89,2.0,0.5,2.2517,0.07863,90.21,1384,LOW,EV USE
BX0005,NMC,657,3.736,1.777,26.98,43.32,1.5,1.0,2.2442,0.08373,89.61,1488,LOW,SECOND-LIFE STORAGE
BX0005,NMC,676,3.784,2.739,29.78,96.91,1.0,0.5,2.2558,0.08085,89.51,1341,LOW,SECOND-LIFE STORAGE
BX0005,NMC,694,3.704,2.965,28.23,43.0,1.5,1.5,2.2385,0.08421,88.91,1353,LOW,SECOND-LIFE STORAGE
BX0005,NMC,713,3.759,3.43,27.27,51.41,1.0,1.0,2.2181,0.08139,88.78,1389,LOW,SECOND-LIFE STORAGE
BX0005,NMC,732,3.73,3.239,27.16,85.08,0.5,2.0,2.2267,0.08623,88.6,1377,LOW,SECOND-LIFE STORAGE
BX0005,NMC,750,3.729,1.058,24.7,55.08,1.5,2.0,2.2309,0.08096,89.32,1324,LOW,SECOND-LIFE STORAGE
BX0005,NMC,769,3.739,2.573,32.5,64.15,2.0,0.5,2.2377,0.08339,88.31,1257,LOW,SECOND-LIFE STORAGE
BX0005,NMC,787,3.719,1.682,28.23,46.32,0.5,1.5,2.1941,0.08419,87.56,1283,LOW,SECOND-LIFE STORAGE
BX0005,NMC,806,3.717,1.462,28.15,79.34,1.0,0.5,2.192,0.08625,87.55,1285,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,825,3.76,1.503,25.36,67.76,2.0,2.5,2.1997,0.08317,87.58,1211,LOW,SECOND-LIFE STORAGE
BX0005,NMC,843,3.782,2.393,27.37,39.89,1.5,1.5,2.1649,0.08708,86.75,1260,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,862,3.685,2.004,23.43,46.39,2.0,1.0,2.1698,0.0838,86.5,1199,LOW,SECOND-LIFE STORAGE
BX0005,NMC,880,3.716,0.65,28.16,47.11,0.5,2.5,2.1597,0.08592,86.46,1166,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,899,3.794,0.746,25.71,43.46,1.0,1.5,2.1679,0.09195,86.2,1232,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,918,3.792,2.659,28.83,87.76,0.5,0.5,2.1288,0.08992,85.9,1099,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,936,3.656,1.374,31.66,19.52,1.5,1.5,2.1423,0.09551,85.78,1138,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,955,3.683,2.971,31.66,66.81,2.0,0.5,2.1263,0.08944,85.47,1136,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,973,3.712,2.853,30.56,96.82,2.0,2.5,2.1316,0.09277,85.71,1138,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,992,3.808,2.32,25.02,53.53,1.0,1.5,2.1383,0.09755,84.75,1073,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1011,3.646,0.729,27.06,46.58,1.0,2.0,2.1069,0.09311,84.72,1088,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1029,3.711,1.785,28.85,35.93,2.0,1.0,2.1183,0.0988,84.76,1033,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1048,3.779,2.688,26.02,26.48,2.0,2.0,2.0993,0.09356,84.02,1023,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1066,3.68,0.953,29.12,56.27,2.0,1.5,2.0655,0.09923,82.98,1044,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1085,3.717,0.964,27.13,85.35,1.5,2.5,2.0914,0.097,83.84,980,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1104,3.745,1.398,26.6,18.44,2.0,2.5,2.1101,0.09448,84.13,976,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1122,3.724,1.203,28.17,58.79,1.5,0.5,2.0771,0.09957,83.13,927,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1141,3.756,3.406,27.99,66.23,0.5,1.0,2.1021,0.09681,83.46,940,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1159,3.668,1.918,32.08,65.0,0.5,2.0,2.0469,0.10554,81.69,927,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1178,3.661,1.258,26.23,51.33,1.5,2.0,2.0486,0.10612,82.21,922,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1197,3.723,1.872,26.82,18.05,1.0,0.5,2.0511,0.10582,81.65,869,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1215,3.71,0.957,25.02,42.99,0.5,1.5,2.0292,0.1074,81.09,797,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1234,3.693,1.192,27.59,24.48,1.0,1.0,2.0435,0.10666,81.36,879,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1252,3.749,2.629,25.51,46.78,1.0,1.0,2.033,0.09996,81.4,824,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1271,3.764,2.427,30.2,43.73,1.0,2.0,1.9982,0.10905,80.33,749,MEDIUM,SECOND-LIFE STORAGE
BX0005,NMC,1290,3.733,2.003,35.06,38.62,1.0,1.5,1.9804,0.10955,79.89,814,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1308,3.672,2.097,28.72,29.27,2.0,1.5,1.9784,0.10643,79.53,742,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1327,3.77,3.068,31.19,59.22,2.0,2.0,1.9856,0.10914,79.62,736,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1345,3.775,1.242,28.54,74.7,2.0,2.0,1.9798,0.10687,79.0,713,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1364,3.712,1.1,26.5,54.36,0.5,2.5,1.9714,0.11353,78.35,714,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1383,3.734,1.719,28.02,78.83,0.5,2.0,1.9497,0.11225,78.04,693,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1401,3.684,2.972,30.43,47.2,1.0,2.0,1.9686,0.11285,78.85,723,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1420,3.734,0.501,27.85,97.79,0.5,1.5,1.9412,0.1165,77.38,617,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1439,3.772,1.141,27.37,48.63,0.5,1.0,1.9243,0.11476,77.28,681,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1457,3.721,1.917,31.03,64.22,2.0,1.0,1.956,0.11143,77.44,598,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1476,3.82,3.083,31.32,94.18,1.0,0.5,1.8975,0.11506,76.58,626,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1494,3.735,1.195,27.38,63.58,1.5,1.5,1.922,0.11489,77.17,630,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1513,3.754,2.624,28.87,59.5,1.0,2.0,1.9222,0.11083,76.87,558,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1532,3.782,1.723,29.83,97.74,1.0,2.5,1.9168,0.11857,76.75,555,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1550,3.737,2.307,29.76,69.02,2.0,2.0,1.8633,0.12369,75.32,478,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1569,3.658,0.563,27.15,42.33,1.5,2.0,1.8919,0.11895,75.89,493,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1587,3.721,0.546,29.08,21.57,1.5,1.5,1.9011,0.12426,75.15,482,HIGH,SECOND-LIFE STORAGE
BX0005,NMC,1606,3.762,1.607,23.6,54.59,1.5,2.0,1.8758,0.12495,74.91,413,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1625,3.681,1.655,30.43,38.16,1.5,0.5,1.8358,0.12125,73.61,454,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1643,3.725,1.34,26.19,22.22,1.5,0.5,1.8232,0.12129,74.3,366,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1662,3.806,2.673,26.71,72.51,2.0,2.5,1.8402,0.12455,73.6,492,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1680,3.702,2.471,28.77,22.52,1.5,1.5,1.833,0.12521,73.39,320,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1699,3.689,0.845,26.51,34.59,1.0,1.0,1.8294,0.12671,73.65,358,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1718,3.681,3.27,32.22,52.36,2.0,1.5,1.8453,0.12565,73.19,412,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1736,3.764,1.775,28.66,95.23,1.0,2.0,1.8185,0.12932,72.88,268,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1755,3.741,0.549,28.44,77.03,1.0,2.0,1.7952,0.12939,71.93,325,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1773,3.794,1.149,25.31,96.62,2.0,1.5,1.7977,0.13585,71.73,335,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1792,3.732,1.054,27.09,76.39,1.5,1.5,1.7812,0.13152,71.54,324,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1811,3.692,1.14,28.92,39.05,1.0,0.5,1.7722,0.12829,71.62,215,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1829,3.71,2.88,30.67,94.24,2.0,0.5,1.7474,0.13482,70.49,214,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1848,3.738,1.37,31.21,72.04,0.5,2.5,1.7704,0.13267,70.63,214,HIGH,RECYCLING / INSPECTION
BX0005,NMC,1866,3.689,2.916,32.63,40.24,2.0,2.5,1.7217,0.14001,69.31,145,HIGH,RECYCLING / INSPECTION
